mission_id,rocket_name,family,launch_date,launch_site,lat,lon,payload_kg,orbit,success,flight_time_min,cost_million_usd,mission_year,payload_class,cost_per_kg
406,rocket_246,delta,2009-08-06,kourou,5.226877583450516,-52.76437146759772,2970,sso,1,104,10.56,2009,large,3554.3588017502525
407,rocket_288,delta,2012-03-08,baikonur,45.92663800798993,63.301997915568286,6190,leo,1,32,24.3,2012,heavy,3925.052495558068
408,rocket_125,soyuz,2002-04-11,kourou,5.242996000491358,-52.78808109193684,3204,transfer,1,123,70.4,2002,large,21965.678627145087
409,rocket_27,soyuz,2004-06-29,tanegashima,30.351282789057397,130.91056087165316,309,meo,1,82,24.09,2004,small,77709.67741935483
410,rocket_52,vega,2006-03-02,cape canaveral,28.404712945964327,-80.64421245158691,1583,sso,0,129,35.53,2006,medium,22430.555555555555
411,rocket_209,ariane,2021-05-03,satish dhawan,13.653404885601779,80.20102153072659,4442,transfer,1,154,48.88,2021,large,11001.575512041414
412,rocket_148,soyuz,2014-05-29,jiuquan,40.991857775370164,100.29282013836341,348,transfer,0,85,16.13,2014,small,46217.76504297994
413,rocket_46,falcon,2010-06-01,cape canaveral,28.389813075963925,-80.55196551523872,4513,gto,0,50,31.17,2010,large,6905.183872396987
414,rocket_91,electron,2001-08-18,tanegashima,30.379335511275254,130.93505394944734,1966,heo,1,149,12.48,2001,medium,6344.687341128622
415,rocket_149,ariane,2001-09-05,cape canaveral,28.404444628964328,-80.60947582637287,3822,meo,1,128,43.54,2001,large,11388.961548522104
416,rocket_172,atlas,2012-10-06,satish dhawan,13.705541622185049,80.2257895074964,634,transfer,1,144,22.3,2012,medium,35118.11023622047
417,rocket_69,vega,2022-08-14,satish dhawan,13.706252180114284,80.21686341567226,2859,meo,0,130,15.33,2022,large,5360.1398601398605
418,rocket_58,soyuz,2014-10-31,baikonur,45.952253845059424,63.31416773407103,221,transfer,1,130,48.43,2014,small,218153.15315315317
419,rocket_132,vega,2008-05-08,cape canaveral,28.383713080902233,-80.62031685771454,3674,transfer,1,136,29.59,2008,large,8051.700680272109
420,rocket_152,longmarch,2008-08-30,baikonur,45.9100499031455,63.29500539647697,360,sso,1,107,36.87,2008,small,102132.96398891967
421,rocket_219,electron,2023-02-11,plesetsk,62.97520097298814,40.47642983246557,552,leo,0,3,13.35,2023,medium,24141.04882459313
422,rocket_49,electron,2008-04-15,baikonur,45.95925104961199,63.31074657808806,542,heo,1,78,55.87,2008,medium,102891.34438305709
423,rocket_128,longmarch,2000-04-21,jiuquan,40.94430810413659,100.28737481923747,408,heo,1,124,16.6,2000,small,40586.797066014675
424,rocket_229,soyuz,2011-12-23,plesetsk,62.91238087448569,40.48715843699847,2942,meo,1,109,35.38,2011,large,12021.746517159361
425,rocket_134,falcon,2016-02-16,kourou,5.266677098820643,-52.765243109902386,6371,leo,0,2,47.51,2016,heavy,7456.057752667923
426,rocket_239,atlas,2013-10-05,baikonur,45.96267541913756,63.30929426366341,905,heo,1,121,33.78,2013,medium,37284.76821192053
427,rocket_61,delta,2013-03-26,plesetsk,62.90774625935784,40.45238025603342,8156,sso,1,126,38.0,2013,heavy,4658.5754566629885
428,rocket_113,soyuz,2005-12-28,satish dhawan,13.687110316749493,80.22255057787879,2482,gto,1,32,26.56,2005,large,10696.737817156665
429,rocket_192,vega,2018-08-27,satish dhawan,13.697991981939817,80.23636783693134,2493,sso,0,110,12.68,2018,large,5084.20208500401
430,rocket_127,soyuz,2003-09-03,satish dhawan,13.744019890330938,80.24594814705529,389,sso,1,116,5.54,2003,small,14205.128205128205
431,,,2005-01-12,,28.409545920566288,-80.62800736347027,1433,,0,131,40.49,2005,medium,28235.704323570433
432,rocket_294,soyuz,2024-01-27,baikonur,45.94850971676945,63.29282820553521,2914,gto,0,67,13.41,2024,large,4600.343053173242
433,rocket_267,longmarch,2019-10-27,vandenberg,34.74074670952935,-120.6094126328339,557,transfer,1,124,55.69,2019,medium,99802.86738351255
434,rocket_299,soyuz,2021-12-04,vandenberg,34.76727413355309,-120.58932631954931,2060,sso,1,138,31.59,2021,large,15327.510917030568
435,rocket_29,vega,2020-05-04,baikonur,45.96066526971192,63.32218627582246,1586,sso,0,158,42.15,2020,medium,26559.546313799623
436,rocket_234,electron,2002-08-03,satish dhawan,13.750227881105072,80.24244236640786,1433,transfer,1,97,66.18,2002,medium,46150.62761506277
437,rocket_12,delta,2017-10-05,jiuquan,40.959280507582186,100.3073131111067,5144,leo,1,-19,38.73,2017,heavy,7527.696793002915
438,rocket_297,soyuz,2003-04-11,cape canaveral,28.407968062490678,-80.63236863138201,361,heo,1,111,58.32,2003,small,161104.97237569062
439,rocket_33,longmarch,2024-04-10,cape canaveral,28.353550802643046,-80.61223098876184,1472,leo,1,23,36.5,2024,medium,24779.36184657162
440,rocket_17,vega,2012-11-16,tanegashima,30.36597682283182,130.9680348159982,2807,gto,1,14,5.0,2012,large,1780.6267806267806
441,rocket_216,ariane,2016-10-18,tanegashima,30.38321524379152,130.95326393217476,7400,heo,0,104,16.46,2016,heavy,2224.023780570193
442,rocket_193,electron,2003-08-07,baikonur,45.97407017425109,63.2853541193149,1172,transfer,1,70,20.13,2003,medium,17161.125319693096
443,rocket_61,longmarch,2008-01-03,tanegashima,30.380333455275668,130.93885983683234,617,sso,1,117,19.4,2008,medium,31391.5857605178
444,rocket_115,ariane,2000-02-26,cape canaveral,28.42001848129912,-80.61238409477363,5359,meo,1,134,19.25,2000,heavy,3591.417910447761
445,rocket_279,vega,2019-01-09,tanegashima,30.353614262891625,130.9212610853732,1350,gto,1,35,25.67,2019,medium,19000.740192450037
446,rocket_236,soyuz,2015-07-12,baikonur,45.971349065225006,63.29834279191235,2814,meo,1,95,24.06,2015,large,8547.069271758437
447,rocket_58,soyuz,2001-06-11,tanegashima,30.375284883280273,130.925472965822,313,sso,1,123,45.27,2001,small,144171.974522293
448,rocket_124,falcon,2009-03-30,vandenberg,34.716613390069064,-120.53834970683741,5707,leo,0,19,33.705,2009,heavy,5904.8703573931325
449,rocket_229,falcon,2002-03-08,kourou,5.230028065247807,-52.762519452946556,5404,transfer,1,152,42.46,2002,heavy,7855.689176688252
450,rocket_206,falcon,2019-09-09,kourou,5.232283084956145,-52.761800020336686,5303,sso,0,80,33.24,2019,heavy,6266.968325791856
451,rocket_29,soyuz,2006-04-14,jiuquan,40.95608686593564,100.29658783821057,386,gto,1,58,5.0,2006,small,12919.896640826873
452,rocket_296,longmarch,2014-05-20,kourou,5.233409655062731,-52.756402854294095,3515,meo,1,140,38.75,2014,large,11021.046643913538
453,rocket_267,ariane,2009-11-30,tanegashima,30.400647269482313,130.97875479686468,3586,meo,0,121,44.95,2009,large,12531.363256202954
454,rocket_32,delta,2007-11-09,tanegashima,30.351764323121753,130.95133722206512,5887,sso,1,129,5.0,2007,heavy,849.1847826086956
455,rocket_25,vega,2015-06-13,tanegashima,30.35234661896246,130.96388711538575,101,sso,0,103,26.63,2015,small,261078.431372549
456,rocket_214,longmarch,2018-04-24,baikonur,45.926812878249855,63.33136604649705,247,meo,0,117,41.09,2018,small,165685.48387096773
457,rocket_95,electron,2024-02-17,satish dhawan,13.721836563548191,80.2203230649435,645,gto,1,31,45.07,2024,medium,69767.80185758515
458,rocket_154,soyuz,2006-06-23,satish dhawan,13.729369437980706,80.22504717818202,1188,leo,1,34,14.68,2006,medium,12346.509671993272
459,rocket_214,electron,2023-10-10,baikonur,45.95318365802529,63.31810081227564,2193,heo,1,144,25.96,2023,large,11832.269826800364
460,rocket_131,soyuz,2009-02-13,plesetsk,62.94383967390904,40.46461585599105,1771,transfer,0,117,16.55,2009,medium,9339.729119638827
461,rocket_231,atlas,2016-08-23,vandenberg,34.74704334700951,-120.59612138462799,5313,sso,1,133,5.0,2016,heavy,940.9108016560031
462,rocket_27,soyuz,2012-01-16,tanegashima,30.35191274663534,130.92196342386495,1716,transfer,1,110,19.58,2012,medium,11403.610949330227
463,rocket_38,falcon,2008-06-09,kourou,5.2465038078067545,-52.79075614319307,4220,heo,1,151,37.11,2008,large,8791.755508173419
464,rocket_171,soyuz,2013-08-07,cape canaveral,28.367501296187687,-80.61568704293772,1546,gto,0,24,18.71,2013,medium,12094.376212023271
465,rocket_61,soyuz,2021-06-25,kourou,5.245635674157225,-52.7819172284029,2450,transfer,0,112,47.74,2021,large,19477.764177886576
466,rocket_204,soyuz,2010-09-26,plesetsk,62.91880626814741,40.486246443191604,3302,meo,1,137,57.44,2010,large,17390.25128670905
467,rocket_239,electron,2023-12-09,plesetsk,62.949892125641,40.47619426598395,5063,meo,0,83,18.23,2023,heavy,3599.9210110584518
468,rocket_185,delta,2023-01-01,satish dhawan,13.704446811094584,80.24700383623725,6856,heo,0,100,19.85,2023,heavy,2894.851976082835
469,rocket_241,atlas,2014-05-13,kourou,5.268465263709723,-52.749653696772825,2300,meo,1,138,55.33,2014,large,24046.06692742286
470,rocket_212,longmarch,2002-01-19,kourou,5.214997185207957,-52.75285009701325,2940,transfer,1,105,40.82,2002,large,13879.632777966677
471,rocket_9,ariane,2011-09-12,tanegashima,30.36927662726624,130.91470267409966,7741,meo,1,141,54.88,2011,heavy,7088.607594936709
472,rocket_101,ariane,2014-10-18,kourou,5.21039088857995,-52.76421040357558,4581,heo,1,98,78.67,2014,large,17169.358358795285
473,rocket_256,soyuz,2015-02-21,jiuquan,40.94513833088859,100.29831000130066,2514,heo,0,152,59.27,2015,large,23566.600397614315
474,rocket_236,vega,2007-07-19,plesetsk,62.935826143033985,40.4573368760578,892,gto,1,41,41.58,2007,medium,46562.15005599104
475,rocket_280,ariane,2021-11-26,baikonur,45.98864468057877,63.32821398007194,5457,sso,0,122,52.29,2021,heavy,9580.432392817882
476,rocket_269,falcon,2001-07-08,vandenberg,34.76573469240354,-120.54367329188588,4768,transfer,1,102,39.32,2001,large,8244.91507653596
477,rocket_4,falcon,2018-07-01,baikonur,45.92559999089163,63.31917437347036,4523,transfer,0,143,31.32,2018,large,6923.076923076923
478,rocket_35,soyuz,2006-10-10,cape canaveral,28.378511517988727,-80.57855014397789,1020,gto,1,62,40.82,2006,medium,39980.411361410384
479,rocket_192,vega,2002-09-17,satish dhawan,13.721882766788363,80.21356576107924,2840,transfer,0,132,71.49,2002,large,25163.6747624076
480,rocket_9,vega,2000-04-18,tanegashima,30.362445321878308,130.95123922252156,3336,leo,1,8,26.82,2000,large,8037.159124962541
481,rocket_272,falcon,2012-04-28,jiuquan,40.944245690485396,100.26564794508626,7837,leo,0,3,65.22,2012,heavy,8321.000255167135
482,rocket_92,electron,2004-10-19,vandenberg,34.74633249950809,-120.59291505367281,2911,sso,1,126,15.93,2004,large,5470.4670329670325
483,rocket_124,ariane,2008-08-10,jiuquan,40.975500611258255,100.32708891430306,7201,meo,0,119,66.25,2008,heavy,9198.833657317411
484,rocket_204,delta,2003-07-18,plesetsk,62.92592190301988,40.452353928392455,4080,heo,0,112,36.25,2003,large,8882.62680715511
485,rocket_290,vega,2010-11-28,kourou,5.249147299267791,-52.79340817487959,2743,meo,1,143,64.18,2010,large,23389.21282798834
486,rocket_17,atlas,2004-03-11,tanegashima,30.406796779563614,130.96848142441786,4441,heo,1,138,6.81,2004,large,1533.0932012606934
487,rocket_283,electron,2021-05-08,cape canaveral,28.356328638333594,-80.58948050555442,3299,transfer,0,131,16.2,2021,large,4909.090909090909
488,rocket_88,falcon,2003-09-16,satish dhawan,13.700605891484987,80.26296937109545,4251,heo,0,99,68.45,2003,large,16098.306679209783
489,rocket_290,longmarch,2004-04-11,cape canaveral,28.39507611061648,-80.59889395024942,68,gto,1,49,15.32,2004,small,222028.98550724637
490,rocket_291,soyuz,2021-04-30,jiuquan,40.93753335193588,100.26455311305779,137,leo,1,24,15.3,2021,small,110869.56521739131
491,rocket_144,atlas,2024-05-11,cape canaveral,28.400287535658464,-80.59544174021704,3087,gto,0,84,18.31,2024,large,5929.40414507772
492,rocket_9,longmarch,2009-04-17,baikonur,45.95940379315246,63.285709244101795,5389,transfer,0,86,14.64,2009,heavy,2716.1410018552874
493,rocket_40,electron,2013-06-04,baikonur,45.984917439533184,63.31009993501349,1511,sso,1,121,19.78,2013,medium,13082.010582010582
494,rocket_291,soyuz,2017-06-15,plesetsk,62.94423272248996,40.474781207973066,3192,heo,0,103,31.17,2017,large,9761.979329783902
495,rocket_41,ariane,2022-06-18,plesetsk,62.911873531507425,40.475451003836085,1846,leo,1,10,32.76,2022,medium,17736.87060097455
496,rocket_224,atlas,2010-05-31,vandenberg,34.7518285890544,-120.56100479285602,2904,meo,1,165,23.93,2010,large,8237.521514629949
497,rocket_168,electron,2001-04-30,jiuquan,40.95857243487472,100.28844454543514,890,heo,1,131,17.8,2001,medium,19977.553310886644
498,rocket_117,vega,2015-12-17,tanegashima,30.36150131962419,130.9489384802187,5767,heo,0,115,60.7,2015,heavy,10523.57836338419
499,rocket_300,ariane,2017-01-18,vandenberg,34.73731330177915,-120.55625110563983,8983,sso,1,122,41.16,2017,heavy,4581.478183437222
500,rocket_127,delta,2003-04-19,vandenberg,34.70647976491903,-120.55112118024878,4413,meo,1,128,36.27,2003,large,8217.036701404622
501,rocket_195,ariane,2006-12-02,tanegashima,30.344568063147346,130.99193477875016,5505,meo,0,144,58.61,2006,heavy,10644.751180530331
502,rocket_55,longmarch,2004-02-08,cape canaveral,28.37107084765073,-80.59980469035716,603,meo,1,131,10.86,2004,medium,17980.132450331126
503,rocket_185,vega,2012-02-06,vandenberg,34.730149808695735,-120.56770044250368,791,gto,0,14,31.98,2012,medium,40378.78787878788
504,rocket_96,atlas,2019-05-02,satish dhawan,13.717346906369636,80.21918784726306,1932,sso,1,110,11.17,2019,medium,5778.582514226591
505,rocket_53,electron,2001-03-06,vandenberg,34.727446552902876,-120.57221069611955,5358,meo,1,116,32.84,2001,heavy,6128.008956894943
506,rocket_167,atlas,2017-04-12,cape canaveral,28.40034273557868,-80.63239350877753,753,meo,1,123,45.35,2017,medium,60145.888594164455
507,rocket_199,electron,2003-10-19,kourou,5.203247901650866,-52.76560799474666,323,sso,0,110,42.31,2003,small,130586.41975308642
508,rocket_195,ariane,2007-08-09,baikonur,45.988071806866344,63.33272698794526,5638,meo,1,139,18.42,2007,heavy,3266.5366199680793
509,rocket_138,delta,2022-02-13,baikonur,45.946681505454755,63.327685895877764,4395,leo,1,17,37.61,2022,large,8555.50500454959
510,rocket_223,ariane,2012-05-18,tanegashima,30.385229991507238,130.9957030808012,2212,meo,1,129,41.97,2012,large,18965.205603253504
511,,,2016-03-13,,40.970654297835466,100.29133413092836,2131,,1,27,10.32,2016,large,4840.525328330206
512,rocket_101,vega,2020-07-15,vandenberg,34.75200480938873,-120.58307200612879,492,gto,1,51,29.08,2020,small,58985.80121703854
513,rocket_4,delta,2017-10-01,plesetsk,62.9337944771875,40.47764005250034,7441,sso,1,144,34.24,2017,heavy,4600.913732867509
514,rocket_169,electron,2019-09-30,plesetsk,62.93705489614982,40.4221345835934,819,heo,1,145,5.0,2019,medium,6097.5609756097565
515,rocket_154,ariane,2014-05-20,kourou,5.183458692863836,-52.778428021836376,3068,heo,1,147,32.47,2014,large,10579.99348321929
516,rocket_91,longmarch,2017-11-11,plesetsk,62.96891687003618,40.503888847834986,2785,meo,0,117,11.41,2017,large,4095.477386934673
517,rocket_295,vega,2010-11-15,plesetsk,62.894572116877555,40.480674984417725,1857,heo,1,144,20.64,2010,medium,11108.719052744887
518,rocket_202,delta,2016-05-16,vandenberg,34.71976839500972,-120.57311651157413,6229,sso,0,133,52.0,2016,heavy,8346.709470304975
519,rocket_280,soyuz,2008-01-26,cape canaveral,28.396802269534486,-80.61021675963102,562,transfer,1,83,31.79,2008,medium,56465.36412078153
520,rocket_108,vega,2019-09-01,jiuquan,40.958337438949684,100.27231567273108,2487,transfer,1,132,31.85,2019,large,12801.44694533762
521,rocket_210,atlas,2022-05-25,baikonur,45.96423719829117,63.305996055818056,965,transfer,1,131,5.0,2022,medium,5175.983436853002
522,,,2011-05-02,,45.971415714518656,63.308881038872116,6872,,0,114,49.68,2011,heavy,7228.2845918812745
523,rocket_194,electron,2003-04-26,satish dhawan,13.730351238417507,80.1937038394073,2040,sso,1,107,18.76,2003,large,9191.572758451739
524,rocket_299,vega,2017-12-23,tanegashima,30.36108610245606,130.93863746033165,2611,sso,0,121,10.6,2017,large,4058.1929555895867
525,rocket_185,falcon,2024-01-31,vandenberg,34.73985290418572,-120.55241161934644,7479,leo,1,41,67.74,2024,heavy,9056.14973262032
526,rocket_182,soyuz,2007-06-18,cape canaveral,28.403559899260525,-80.61020852519907,4306,sso,0,100,45.11,2007,large,10473.647550499187
527,rocket_170,electron,2019-04-23,vandenberg,34.719346724928805,-120.5572164299459,1147,leo,1,15,47.26,2019,medium,41167.24738675958
528,rocket_133,atlas,2009-12-16,kourou,5.236680548221444,-52.7657725479632,2083,heo,1,93,23.77,2009,large,11405.95009596929
529,rocket_201,longmarch,2020-10-08,baikonur,45.963093805579014,63.31333859006529,141,meo,0,135,45.82,2020,small,322676.05633802817
530,rocket_248,falcon,2004-09-08,jiuquan,40.921035495012504,100.29923869804121,5763,heo,0,92,55.27,2004,heavy,9588.82720333102
531,rocket_60,atlas,2006-05-10,plesetsk,62.91033410083515,40.459234460686055,4295,meo,0,109,8.73,2006,large,2032.122905027933
532,rocket_234,longmarch,2009-04-12,satish dhawan,13.7131175544146,80.23780122230538,718,meo,1,128,34.0,2009,medium,47287.89986091794
533,rocket_50,vega,2019-08-27,satish dhawan,13.71405982908974,80.22131932839362,252,meo,1,119,19.07,2019,small,75375.49407114624
534,rocket_154,atlas,2002-01-02,vandenberg,34.75016105693673,-120.56138404855453,2480,leo,0,30,23.53,2002,large,9484.079000403064
535,rocket_56,longmarch,2007-05-16,kourou,5.280413675931662,-52.767823437234654,1389,sso,0,97,48.45,2007,medium,34856.11510791367
536,rocket_283,ariane,2007-03-08,plesetsk,62.95085470330833,40.446842636881826,2907,sso,1,127,54.69,2007,large,18806.740027510317
537,rocket_237,electron,2010-05-26,tanegashima,30.38303837910348,130.9425607334575,1962,transfer,0,136,23.61,2010,medium,12027.508914926133
538,rocket_96,ariane,2019-05-21,tanegashima,30.376463939820034,130.95399514022404,6691,leo,1,13,51.09,2019,heavy,7634.488942020323
539,rocket_231,soyuz,2019-04-08,tanegashima,30.348107019450612,130.96123200761176,2883,leo,1,21,24.99,2019,large,8665.04854368932
540,rocket_106,soyuz,2012-06-26,vandenberg,34.75266718489411,-120.55561062990964,682,sso,1,145,27.72,2012,medium,40585.65153733529
541,,,2008-05-21,,62.9225811547699,40.45343714723442,2936,,1,127,39.12,2008,large,13319.713993871297
542,rocket_235,soyuz,2005-02-10,jiuquan,40.957792498821895,100.30445225336378,645,transfer,1,101,33.705,2005,medium,52174.9226006192
543,rocket_271,vega,2014-01-21,tanegashima,30.373781643344586,130.9614295539535,549,sso,1,120,26.04,2014,medium,47345.454545454544
544,rocket_59,electron,2015-08-10,plesetsk,62.991861859391896,40.51815832501232,2236,heo,0,140,27.63,2015,large,12351.363433169423
545,rocket_153,ariane,2003-10-20,baikonur,45.992985666825405,63.297361354565496,4637,meo,0,88,76.19,2003,large,16427.339370418285
546,rocket_123,atlas,2013-09-12,vandenberg,34.75916028390604,-120.58896392545931,1520,gto,1,21,5.0,2013,medium,3287.310979618672
547,rocket_73,longmarch,2022-11-30,tanegashima,30.370433233294012,130.9693961821506,3536,heo,0,119,30.32,2022,large,8572.2363584959
548,rocket_295,ariane,2017-03-18,tanegashima,30.38143357082753,130.96036119611932,2181,gto,1,30,57.82,2017,large,26498.625114573784
549,rocket_276,vega,2007-10-09,baikonur,45.99411161636979,63.32114923671225,1490,heo,1,95,7.66,2007,medium,5137.491616364856
550,rocket_72,delta,2008-05-23,plesetsk,62.92906876258616,40.51284152080287,4787,heo,0,106,5.0,2008,large,1044.2773600668338
551,rocket_184,falcon,2000-06-06,satish dhawan,13.725668222974322,80.2191461595112,5554,gto,1,49,25.62,2000,heavy,4612.061206120612
552,rocket_197,soyuz,2022-09-03,satish dhawan,13.70425993014978,80.2152059376504,2342,heo,0,140,22.54,2022,large,9620.145113102859
553,rocket_213,vega,2019-11-29,satish dhawan,13.719581643099955,80.24872020639583,3042,gto,1,63,25.48,2019,large,8373.315806769635
554,rocket_290,atlas,2001-05-20,kourou,5.215148446106588,-52.79144467506873,944,meo,0,116,25.1,2001,medium,26560.84656084656
555,rocket_141,falcon,2010-01-31,jiuquan,40.97030002583046,100.28894355634336,5928,gto,1,27,54.79,2010,heavy,9241.018721538203
556,rocket_290,vega,2022-03-21,vandenberg,34.74714397940711,-120.57721330349061,1109,sso,0,131,23.81,2022,medium,21450.45045045045
557,rocket_138,atlas,2024-05-12,plesetsk,62.90995596737357,40.44274467385778,515,sso,1,107,16.64,2024,medium,32248.062015503878
558,rocket_226,falcon,2024-07-04,kourou,5.236694274975051,-52.80737008426876,6865,heo,1,102,57.7,2024,heavy,8403.72851733178
559,rocket_127,atlas,2013-05-09,cape canaveral,28.392424144997687,-80.62050396027132,1809,heo,1,123,12.07,2013,medium,6668.508287292818
560,rocket_179,delta,2003-11-26,satish dhawan,13.711946406127709,80.20671938883555,3992,leo,1,7,28.14,2003,large,7047.332832456799
561,rocket_108,soyuz,2015-09-23,tanegashima,30.398943729692448,130.92747865816455,299,gto,0,71,21.52,2015,small,71733.33333333333
562,rocket_106,ariane,2009-04-13,cape canaveral,28.392786515458706,-80.61622494093326,4239,sso,0,143,57.21,2009,large,13492.924528301886
563,rocket_273,longmarch,2012-08-10,baikonur,45.95613810252088,63.32863522791323,2572,meo,1,125,13.73,2012,large,5336.183443451224
564,rocket_149,delta,2011-12-29,vandenberg,34.774175617114686,-120.55583540619631,4443,gto,1,64,9.42,2011,large,2119.7119711971195
565,rocket_31,electron,2012-06-09,baikonur,45.958441161594656,63.32102161927576,2681,transfer,1,148,27.82,2012,large,10372.856077554065
566,rocket_128,ariane,2006-07-24,plesetsk,62.91252019336515,40.468092192976464,2780,gto,1,17,58.87,2006,large,21168.644372527866
567,rocket_251,electron,2006-05-18,jiuquan,40.97005834169051,100.29403055728001,403,transfer,1,98,29.32,2006,small,72574.25742574257
568,rocket_193,electron,2020-04-10,vandenberg,34.71419556149693,-120.56924477121413,1825,transfer,0,122,44.94,2020,medium,24611.17196056955
569,rocket_207,atlas,2023-02-16,jiuquan,40.972962182050814,100.32848915386815,1694,transfer,0,127,27.96,2023,medium,16495.575221238938
570,rocket_233,longmarch,2021-11-22,plesetsk,62.890124128330385,40.4541936430396,50,sso,1,126,32.63,2021,small,639803.9215686275
571,rocket_48,falcon,2020-07-25,plesetsk,62.957266725567116,40.47996056059924,4871,leo,1,28,46.21,2020,large,9484.81116584565
572,rocket_112,electron,2019-04-10,kourou,5.263869090550489,-52.75378901795405,582,heo,1,112,45.02,2019,medium,77221.269296741
573,rocket_166,delta,2012-09-20,plesetsk,62.91591324065373,40.510799767829525,5858,sso,1,117,21.46,2012,heavy,3662.741082095921
574,rocket_290,ariane,2021-10-08,plesetsk,62.89869465616152,40.47637068084822,3516,transfer,1,131,38.95,2021,large,11074.779641740119
575,rocket_24,falcon,2004-06-19,satish dhawan,13.721095356747467,80.24939045835923,7018,leo,1,-2,11.17,2004,heavy,1591.3947855819918
576,rocket_81,atlas,2019-10-18,satish dhawan,13.73910609592563,80.23964967248133,1527,leo,1,9,24.95,2019,medium,16328.534031413612
577,rocket_104,electron,2005-12-01,jiuquan,40.92339104000151,100.31558487229468,1858,gto,0,75,39.88,2005,medium,21452.393760086066
578,rocket_48,delta,2016-03-02,jiuquan,40.96818306237452,100.32290444351301,3857,leo,0,8,18.41,2016,large,4771.902540176257
579,rocket_85,longmarch,2002-04-28,tanegashima,30.376939403535218,130.95411424114727,693,transfer,0,137,24.46,2002,medium,35244.95677233429
580,rocket_120,delta,2019-04-03,vandenberg,34.78568193466761,-120.56098985583291,4342,transfer,1,130,17.49,2019,large,4027.1701588763526
581,rocket_1,atlas,2009-07-28,satish dhawan,13.728110640288186,80.24800570157967,661,leo,1,27,5.0,2009,medium,7552.870090634441
582,rocket_116,ariane,2023-04-20,satish dhawan,13.707735469851105,80.23766231255489,6177,leo,0,15,61.53,2023,heavy,9959.533829718355
583,rocket_176,falcon,2005-05-29,tanegashima,30.404160505511285,130.92707601691848,5622,transfer,0,96,55.2,2005,heavy,9816.823759558954
584,rocket_245,ariane,2003-03-06,kourou,5.2632512570542485,-52.73518770873024,5153,heo,1,131,34.26,2003,heavy,6647.264260768336
585,rocket_53,atlas,2004-08-17,plesetsk,62.9165618649979,40.48213754912781,6804,meo,1,91,31.35,2004,heavy,4606.906686260103
586,rocket_71,delta,2017-03-02,baikonur,45.92549024457566,63.320021989090144,4746,transfer,0,86,22.93,2017,large,4830.419212133979
587,rocket_36,ariane,2023-10-18,cape canaveral,28.408774243621487,-80.61030508987473,869,sso,1,119,41.81,2023,medium,48057.471264367814
588,rocket_226,ariane,2015-10-02,kourou,5.236360337440889,-52.758547393083134,5058,transfer,0,102,49.53,2015,heavy,9790.47242538051
589,rocket_211,ariane,2019-11-05,kourou,5.2216987355872515,-52.78019801525744,2266,leo,1,0,48.1,2019,large,21217.46801940891
590,rocket_72,atlas,2005-07-10,tanegashima,30.37341865316271,130.94541751780727,3650,meo,1,100,32.98,2005,large,9033.141605039715
591,rocket_162,electron,2006-04-09,kourou,5.269691594920338,-52.73112202615996,461,meo,1,118,21.72,2006,small,47012.98701298701
592,rocket_128,atlas,2012-10-12,cape canaveral,28.428807762241927,-80.58961643082765,1970,transfer,1,104,26.1,2012,medium,13242.009132420091
593,rocket_106,delta,2023-03-23,kourou,5.216728331109399,-52.79109731959349,6724,transfer,0,152,28.3,2023,heavy,4208.17843866171
594,rocket_152,electron,2002-06-13,kourou,5.254648697419093,-52.77630200577927,2247,heo,0,87,34.49,2002,large,15342.52669039146
595,rocket_58,electron,2010-10-24,satish dhawan,13.724606359228783,80.21959793812803,1901,transfer,1,147,5.51,2010,medium,2896.9505783385907
596,rocket_271,atlas,2000-07-16,plesetsk,62.94623974378143,40.467259760599745,748,meo,1,149,36.73,2000,medium,49038.71829105474
597,rocket_199,ariane,2018-11-17,plesetsk,62.94227395431696,40.494547480208915,6499,sso,0,112,38.49,2018,heavy,5921.538461538462
598,rocket_242,ariane,2003-04-10,cape canaveral,28.387918125722777,-80.60339619085894,3171,sso,0,89,47.83,2003,large,15078.814627994956
599,rocket_8,atlas,2011-10-05,kourou,5.227852372652364,-52.738572129033024,226,leo,1,9,24.58,2011,small,108281.93832599118
600,rocket_204,falcon,2022-09-22,jiuquan,40.97779169744687,100.29989602968118,4272,transfer,1,146,46.64,2022,large,10915.047975661128
601,rocket_217,electron,2018-01-16,vandenberg,34.753173018300274,-120.57588301219499,2779,transfer,1,123,36.26,2018,large,13043.165467625899
602,rocket_143,ariane,2003-10-01,jiuquan,40.95795661288711,100.29974557930768,3177,leo,0,26,41.15,2003,large,12948.395217117684
603,rocket_80,soyuz,2024-01-23,plesetsk,62.94809718138422,40.46826228339239,2500,heo,1,144,22.6,2024,large,9036.385445821672
604,rocket_159,atlas,2019-08-16,kourou,5.2685928426222555,-52.77545351167904,852,leo,0,46,7.04,2019,medium,8253.223915592029
605,rocket_45,soyuz,2019-06-28,vandenberg,34.74439197356435,-120.58510846213672,50,heo,1,96,5.0,2019,small,98039.2156862745
606,rocket_159,falcon,2007-11-17,vandenberg,34.73713877602238,-120.57235424127713,8368,leo,1,0,74.84,2007,heavy,8942.525988768073
607,rocket_6,ariane,2007-05-08,satish dhawan,13.721231851435034,80.17613514731673,7140,meo,1,123,49.36,2007,heavy,6912.197171264529
608,rocket_86,delta,2016-09-05,baikonur,45.9346217834982,63.25238539726342,5512,transfer,1,127,34.67,2016,heavy,6288.77199346998
